C0220597	Adult Hodgkin Lymphoma
C3554117	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE
C1863769	Dehydrated Hereditary Stomatocytosis, Pseudohyperkalemia, and Perinatal Edema
C0024517	Major depression, single episode
C0008495	Chorioamnionitis
C4310699	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 24
C3280240	MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME
C2750798	Polymicrogyria With Optic Nerve Hypoplasia
C0398746	Gluthathione synthetase deficiency
C4310690	MITOCHONDRIAL DNA DEPLETION SYNDROME 15 (HEPATOCEREBRAL TYPE)
C4310691	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 45
C4310692	ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH
C3151417	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 6
C0002986	Fabry Disease
C0002631	Infection of amniotic cavity
C4310696	Zhu-Tokita-Takenouchi-Kim syndrome
C0002985	Angiokeratoma
C0004779	Basal Cell Nevus Syndrome
C1845668	Perisylvian syndrome
C0036095	Salivary Gland Neoplasms
C1970270	Choreoathetosis And Congenital Hypothyroidism
C1842816	RETINITIS PIGMENTOSA 30
C0020437	Hypercalcemia
C0004775	Bartter Disease
C2748557	Immune dysfunction with T-cell inactivation due to calcium entry defect 2
C0018922	hemangiopericytoma
C0398689	Hyper-IgM Immunodeficiency Syndrome, Type 1
C0398686	Primary immune deficiency disorder
C0008677	Bronchitis, Chronic
C0520947	Clumsiness - motor delay
C4017108	HOMOCYSTEINE, TOTAL PLASMA, ELEVATED
C4225253	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X
C2829267	DEAFNESS, AUTOSOMAL RECESSIVE 88
C1836906	Arrhythmogenic Right Ventricular Dysplasia, Familial, 9
C3178805	Heterotaxy Syndrome
C4225250	SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE
C0086240	Epilepsy, Simple Partial
C2748896	46,Xy Gonadal Dysgenesis, Complete, Sry-Related
C0279987	Childhood Malignant Peripheral Nerve Sheath Tumor
C2675473	Mental Retardation, Autosomal Dominant 5
C0279980	Extra-osseous Ewing's sarcoma
C2931505	Mixed sclerosing bone dystrophy
C2931501	Microphthalmia associated with colobomatous cyst
C0263579	Pigmented hairy epidermal nevus
C1837501	Microcephaly, Primary Autosomal Recessive, 5
C0426970	Spastic Quadriplegia
C4748608	NEUROPATHY, CONGENITAL HYPOMYELINATING, 3
C0085996	Child Development Deviations
C0085997	Child Development Disorders, Specific
C0751024	Cerebral Palsy, Mixed
C0432235	CRANIOECTODERMAL DYSPLASIA 1
C1836635	Loeys-Dietz Aortic Aneurysm Syndrome
C1836632	SPASTIC PARAPLEGIA 26, AUTOSOMAL RECESSIVE (disorder)
C0432230	Langer Mesomelic Dysplasia Syndrome
C1855115	Methylmalonic Aciduria, mut(0) Type
C2720163	Placental Steroid Sulfatase Deficiency
C0009075	Melanoma, Cloudman S91
C1720189	Episodic Ataxia
C4721508	Hamman-Rich Disease
C4721509	Usual Interstitial Pneumonia
C0206648	Myofibromatosis
C0001723	Affective Disorders, Psychotic
C0206646	Fibromatosis, Abdominal
C4721502	Peripheral dysostosis
C0206644	Histiocytoma, Benign Fibrous
C4721507	Alveolitis, Fibrosing
C0032578	Polyploidy
C3715051	CRANIOSYNOSTOSIS 3
C0085576	Iron-Refractory Iron Deficiency Anemia
C0085578	Thalassemia Minor
C0684324	Deficiency of phosphoglycerate kinase
C0039240	Supraventricular tachycardia
C3276549	OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, ATAXIA, AND NEUROPATHY
C0013182	Drug Allergy
C3552236	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7
C0034933	Reflex, Abnormal
C0345893	Juvenile polyposis syndrome
C4289581	RELA fusion-positive ependymoma
C0456909	Blindness
C0949690	Spondylarthritis
C0220615	Adult Acute Myeloblastic Leukemia
C4013950	IMMUNODEFICIENCY 31A
C4539968	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITH OR WITHOUT HEARING LOSS, ABNORMAL EARS, OR DEVELOPMENTAL DELAY
C0032796	Postpartum Amenorrhea
C3669395	X-Linked Chondrodysplasia Punctata 1
C4539964	DEAFNESS, AUTOSOMAL RECESSIVE 107
C0016719	Friedreich Ataxia
C0265240	Goldenhar Syndrome
C0035220	Respiratory Distress Syndrome, Newborn
C0265242	Otocephaly
C0035222	Respiratory Distress Syndrome, Adult
C0265245	Nager syndrome
C0265246	Townes syndrome
C0035229	Respiratory Insufficiency
C0035228	Respiratory Hypersensitivity
C0009691	Congenital cataract
C2749019	JOUBERT SYNDROME 10 (disorder)
C1863961	Thyroid Carcinoma With Thyrotoxicosis
C2675858	Amelogenesis Imperfecta, Hypomaturation Type, Iia2
C2675859	Diamond-Blackfan Anemia 5
C0027341	Nail-Patella Syndrome
C3665425	Hemoglobin M Disease
C3150874	CRANIOECTODERMAL DYSPLASIA 2
C3279775	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1
C0020429	Hyperalgesia
C0020428	Hyperaldosteronism
C0376280	Anxiety States, Neurotic
C0270254	Hydrops of placenta
C4016215	AGAMMAGLOBULINEMIA 1
C3809768	IMMUNODEFICIENCY 13
C4553743	Spasticity, CTCAE
C3554330	NEPHROTIC SYNDROME, TYPE 7
C0011854	Diabetes Mellitus, Insulin-Dependent
C2677180	Congenital microcephaly
C1835813	Pseudoxanthoma Elasticum-Like Disorder with Multiple Coagulation Factor Deficiency
C0796218	MENTAL RETARDATION, X-LINKED 12
C0022336	Creutzfeldt-Jakob disease
C1563730	Abdominal Cryptorchidism
C1563731	Inguinal Cryptorchidism
C0011859	Lipoatrophic Diabetes Mellitus
C1835819	PITUITARY ANOMALIES WITH HOLOPROSENCEPHALY-LIKE FEATURES (disorder)
C0234299	Taste Disorder, Primary, Salt
C0234298	Taste Disorder, Primary, Sweet
C2733158	Cerebral Small Vessel Diseases
C4479491	LOPES-MACIEL-RODAN SYNDROME
C4479496	CRANIOSYNOSTOSIS 7
C0278114	Paraplegia, Cerebral
C0221052	Chronic berylliosis
C0476254	Dyslexia
C0234297	Taste Disorder, Primary
C0221473	Blindness, Hysterical
C0040427	Tooth Abnormalities
C3280817	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6
C0406716	Hypodontia and nail dysgenesis
C0037917	Spina Bifida Cystica
C2919142	Short Stature, CTCAE
C0085681	Hyperphosphatemia (disorder)
C0085682	Hypophosphatemia
C3150889	FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF, 2
C3553349	COENZYME Q10 DEFICIENCY, PRIMARY, 6
C4505456	HIV Coinfection
C1857034	Ehlers-Danlos syndrome, cardiac valvular form
C0750887	Adrenal Cancer
C0034065	Pulmonary Embolism
C0006849	Oral candidiasis
C0034067	Pulmonary Emphysema
C0034063	Pulmonary Edema
C0006840	Candidiasis
C0034068	Pulmonary Eosinophilia
C0034069	Pulmonary Fibrosis
C3539003	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI
C0021776	Intermittent Explosive Disorder
C3809819	CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO
C1834671	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1B
C1834673	Facioscapulohumeral muscular dystrophy 1a
C2674723	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER
C0023532	Leukoplakia, Oral
C2936331	Sarcoglycanopathies
C1257915	Intestinal Polyposis
C0233565	Bradykinesia
C0023882	Little's Disease
C0007114	Malignant neoplasm of skin
C0007115	Malignant neoplasm of thyroid
C1846129	Terminal Osseous Dysplasia and Pigmentary Defects
C3809299	CONE-ROD DYSTROPHY 18
C1844020	HETEROTAXY, VISCERAL, 1, X-LINKED
C1848922	Hexosaminidase alpha-Subunit Deficiency (Variant B)
C0010674	Cystic Fibrosis
C2676767	CD59 Deficiency
C2676766	Osteopetrosis, Autosomal Recessive 7
C4721885	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 1
C0751285	Maple Syrup Urine Disease, Thiamine Responsive
C4721887	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2A
C0403447	Chronic Kidney Insufficiency
C1257877	Pheochromocytoma, Extra-Adrenal
C1860392	Renal hemangioblastoma
C4721889	SPERMATOGENIC FAILURE 3
C3540844	CILIARY DYSKINESIA, PRIMARY, 20
C4225279	SPONDYLOCOSTAL DYSOSTOSIS 6, AUTOSOMAL RECESSIVE
C4225278	GLIOMA SUSCEPTIBILITY 9
C0279607	Adult Hepatocellular Carcinoma
C0279606	Childhood Hepatocellular Carcinoma
C4225271	ADAMS-OLIVER SYNDROME 6
C0265301	Sclerosteosis
C4225273	SPONDYLOEPIPHYSEAL DYSPLASIA, STANESCU TYPE
C4225272	SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE
C4225275	MENTAL RETARDATION, AUTOSOMAL DOMINANT 40
C4225274	AU-KLINE SYNDROME
C4225277	IMMUNODEFICIENCY, COMMON VARIABLE, 12
C4225276	EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME
C0276535	AIDS with Kaposi's sarcoma
C2717860	Encapsulating Peritoneal Sclerosis
C0751758	Advanced Sleep Phase Syndrome
C0751759	Non-24 Hour Sleep-Wake Disorder
C1527337	Familial Amyloid Polyneuropathy, Appalachian Type
C0751020	Transient Ischemic Attack, Vertebrobasilar Circulation
C0751753	Carbamoyl-Phosphate Synthase I Deficiency Disease
C0751750	Argininosuccinic Acid Synthetase Deficiency Disease, Partial
C0751751	Argininosuccinic Acid Synthetase Deficiency, Complete
C1853354	Peeling skin syndrome, acral type
C0751025	Cerebral Palsy, Rolandic Type
C2931753	Achromatopsia incomplete, X-linked
C0549225	Myasthenic Syndrome
C1846784	Deafness, Autosomal Recessive 30
C0265309	Leri-Weill dyschondrosteosis
C0037268	Skin Abnormalities
C2750090	Charcot-Marie-Tooth Disease, Axonal, Type 2n
C2750091	Cardiomyopathy, Dilated, 1FF
C2931205	Usher syndrome, type 1A
C4551825	Megaloblastic Anemia 1
C3275459	AMYOTROPHIC LATERAL SCLEROSIS 15, WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
C0005697	Neurogenic Urinary Bladder
C4277682	Chemical and Drug Induced Liver Injury
C0005695	Bladder Neoplasm
C0005694	Bladder neck obstruction
C0848548	hypertensive nephropathy
C0005699	Blast Phase
C3501912	Cerebrocostomandibular-Like Syndrome
C2750325	Oculootodental syndrome
C0014356	Enterocolitis
C0376323	Congestive Ophthalmopathy
C4017668	VENTRICULAR FIBRILLATION DURING MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO
C0376329	New Variant Creutzfeldt-Jakob Disease
C4538795	MYOPIA 26, X-LINKED, FEMALE-LIMITED
C0038834	Superior Vena Cava Thrombosis
C0033300	Progeria
C0013374	Dysgammaglobulinemia
C1836327	RHABDOID TUMOR PREDISPOSITION SYNDROME 1 (disorder)
C0521573	Coloboma of eyelid
C1837893	SCHIZOPHRENIA 12
C2681923	RETINITIS PIGMENTOSA 2 (disorder)
C1969799	Severe Combined Immunodeficiency with Microcephaly, Growth Retardation, and Sensitivity to Ionizing Radiation
C3280381	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY
C1969796	ATAXIA, SPASTIC, 2, AUTOSOMAL RECESSIVE (disorder)
C0018036	Hypertension, Goldblatt
C0042138	Uterine Neoplasms
C4693779	LEUKODYSTROPHY, HYPOMYELINATING, 16
C0018522	Hallermann's Syndrome
C0311277	Obesity, Abdominal
C0018520	Halitosis
C0042133	Uterine Fibroids
C0042131	Uterine Diseases
C2675440	Desmoid Tumor Caused By Somatic Mutation
C0206180	Ki-1+ Anaplastic Large Cell Lymphoma
C0206182	Lymphomatoid Papulosis
C0032963	Pregnancy Complications, Cardiovascular
C0032962	Pregnancy Complications
C4539772	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 13
C0458257	Pain, Splitting
C0458259	Pain, Crushing
C3280036	MECKEL SYNDROME, TYPE 10
C3280031	JOUBERT SYNDROME 13
C3280030	GATA2 Deficiency
C1135196	Heart Failure, Diastolic
C0241210	Speech Delay
C3809105	PERRAULT SYNDROME 4
C0026636	Mouth Diseases
C3553915	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE
C0086501	Keratoma
C0026633	Mouth Abnormalities
C0343495	Lockjaw
C2751053	INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE
C2751052	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT MENTAL RETARDATION), TYPE B, 4
C0345407	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3
C0028838	Ocular Headache
C1855772	Absent corpus callosum cataract immunodeficiency
C0345408	Hereditary clubbing
C0080274	Urinary Retention
C0150080	Social Communication Disorder
C1838779	Eiken Skeletal Dysplasia
C1320474	Nuchal Rigidity
C4551506	Paroxysmal Nonkinesigenic Dyskinesia 1
C1280768	Axenfeld syndrome
C1527404	Female Pseudo-Turner Syndrome
C0009447	Common Variable Immunodeficiency
C0009197	Cochlear Diseases
C0017658	Glomerulonephritis
C1837249	Malformations of Cortical Development, Group II
C1527402	Narcotic Dependence
C1837245	Carney Complex Variant
C0473574	Inflammatory linear verrucous epidermal nevus
C3279905	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6
C3279904	Lactate Dehydrogenase B Deficiency
C0038454	Cerebrovascular accident
C0038457	Stromal Dystrophies, Corneal
C0038450	Stridor
C4479344	SCLEROSING CHOLANGITIS, NEONATAL
C0730290	Cone Dystrophy
C2936837	Keratosis of Greither
C0730294	North Carolina macular dystrophy
C0730295	BASAL LAMINAR DRUSEN (disorder)
C4521678	AUDITORY NEUROPATHY AND OPTIC ATROPHY
C2751544	BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 1
C3278365	HEMOGLOBIN H HYDROPS FETALIS SYNDROME
C0796028	ATAXIA, FATAL X-LINKED, WITH DEAFNESS AND LOSS OF VISION
C4015537	THROMBOCYTOPENIA 5
C4015242	RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME
C4015710	TENORIO SYNDROME
C0796022	Lujan Fryns syndrome
C0151686	Growth retardation
C4551980	HEIMLER SYNDROME 1
C0040015	Thrombasthenia
C4551985	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1
C0085740	Mendelson Syndrome
C3809356	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3
C2678194	Mental Retardation, X-Linked, Syndromic, Christianson Type
C0085215	Ovarian Failure, Premature
C3809352	MECKEL SYNDROME, TYPE 11
C0158266	Intervertebral Disc Degeneration
C0155305	Optic Neuropathy, Ischemic
C0477317	Other primary thrombocytopenia
C0027080	Myoglobinuria
C0302892	Congenital porencephaly
C0729353	Subfertility
C0149911	Humoral hypercalcemia of malignancy (disorder)
C0149910	Intermittent joint effusion
C3714739	Mesothelial Neoplasms
C1858517	SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS 1
C1858516	MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE
C0751565	Tremor, Semirhythmic
C0751564	Pill Rolling Tremor
C0542428	Hypochondrogenesis
C0007873	Uterine Cervical Neoplasm
C0751569	Genitourinary Cancer
C1843832	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2
C0013581	Ectopia Lentis
C0027888	Hereditary Motor and Sensory Neuropathies
C0027889	Hereditary Sensory and Autonomic Neuropathies
C3489728	Familial intrahepatic cholestasis of pregnancy
C1832841	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1
C0234378	Static Tremor
C0234379	Resting Tremor
C0234376	Action Tremor
C0234377	Passive Tremor
C0234374	Coarse Tremor
C0234375	Massive Tremor
C0234372	Intermittent Tremor
C0234373	Fine Tremor
C0234370	Persistent Tremor
C0234371	Continuous Tremor
C1849140	SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE
C1721005	Leukokeratosis, Hereditary Mucosal
C1721006	Keratoderma, Palmoplantar, Epidermolytic
C1721007	Pachyonychia Congenita, Type 2 (disorder)
C4013360	GIANT AXONAL NEUROPATHY 2, AUTOSOMAL DOMINANT
C0272167	Reticular dysgenesis
C0268849	Overactive Detrusor
C3149462	HYPERALPHALIPOPROTEINEMIA 1
C4540251	EPIPHYSEAL DYSPLASIA, MULTIPLE, 7
C0273115	Lung Injury
C0015398	Eye Diseases, Hereditary
C4479260	AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 2
C3553288	HYPEREKPLEXIA 3
C0473527	Hypoalphalipoproteinemias
C3553859	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12
C4748364	USHER SYNDROME, TYPE IV
C2673612	Epidermolysis Bullosa Dystrophica Inversa, Autosomal Recessive
C0300948	Caudal Regression Syndrome
C2673611	Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant
C0015393	Eye Abnormalities
C4225424	OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY
C4225425	ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY
C4225426	THYROID CANCER, NONMEDULLARY, 2
C4225427	SINGLETON-MERTEN SYNDROME 1
C4225420	TRICHOTHIODYSTROPHY 5, NONPHOTOSENSITIVE
C4225421	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3
C0036305	Schamberg Disease
C4225423	REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET
C4749942	Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation
C4225428	ANEMIA, SIDEROBLASTIC, 4
C4225429	Ehlers-Danlos syndrome classic type
C1854568	SPASTIC PARAPLEGIA 14, AUTOSOMAL RECESSIVE (disorder)
C0678807	prenatal alcohol exposure
C3810295	SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE
C3275684	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, MITOCHONDRIAL TYPE 1
C0010246	Coxsackievirus Infections
C0472388	Cytotoxic Cerebral Edema
C0472387	Vasogenic Cerebral Edema
C2675237	Deafness, Autosomal Dominant 3B
C0008479	Chondrosarcoma
C4748093	PEELING SKIN SYNDROME 6
C2678475	Cardiomyopathy, Dilated, 1z
C1853297	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION
C1853296	SPONDYLOCOSTAL DYSOSTOSIS, AUTOSOMAL RECESSIVE 3
C3151432	HYPOTRICHOSIS 3
C3151433	OSTEOGENESIS IMPERFECTA, TYPE XII
C0002962	Angina Pectoris
C3151431	ATRIAL FIBRILLATION, FAMILIAL, 9
C1859598	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA
C0857501	Acute schizophrenia
C3151434	RETINITIS PIGMENTOSA 60
C2678473	CILIARY DYSKINESIA, PRIMARY, 7 (disorder)
C0241910	Autoimmune Chronic Hepatitis
C1970250	Prostate Cancer, Hereditary, 9
C1970253	Phosphoserine Aminotransferase Deficiency
C2678471	Lethal Arthrogryposis With Anterior Horn Cell Disease
C2748572	SeSAME syndrome
C2748571	Isolated Growth Hormone Deficiency, Type IB
C2676024	CAROTENOIDS, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 1
C1264039	von Willebrand Disease, Type 1
C2676023	Hypercarotenemia And Vitamin A Deficiency, Autosomal Dominant
C4017128	SPONDYLOCOSTAL DYSOSTOSIS 4
C0018199	Granuloma, Plasma Cell
C1836439	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 3
C0282160	Aplasia Cutis Congenita
C1334261	Intraorbital Meningioma
C1836383	SPINOCEREBELLAR ATAXIA 27
C4747885	HYDROCEPHALUS, CONGENITAL, 3, WITH BRAIN ANOMALIES
C3281247	BENT BONE DYSPLASIA SYNDROME
C3151857	MOYAMOYA DISEASE 4 WITH SHORT STATURE, HYPERGONADOTROPIC HYPOGONADISM, AND FACIAL DYSMORPHISM
C1449646	Primary Peritonitis
C1960539	Aromatase deficiency
C0349639	Juvenile Myelomonocytic Leukemia
C0751830	Gait Disorders, Neurologic
C0019025	Hemoglobin F Disease
C3275438	AUTISM, SUSCEPTIBILITY TO, X-LINKED 5
C0349633	Hairy cell leukemia variant
C2673477	Hypophosphatasia, Perinatal Lethal
C0432215	Progressive pseudorheumatoid dysplasia
C0432214	Namaqualand hip dysplasia
C0432217	Wolcott-Rallison syndrome
C0018995	Hemochromatosis
C0018991	Hemiplegia
C2750784	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE (disorder)
C2749936	SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE (disorder)
C0432219	Opsismodysplasia
C3151464	ATRIAL FIBRILLATION, FAMILIAL, 10
C3150741	IMMUNODEFICIENCY, COMMON VARIABLE, 6
C0027719	Nephrosclerosis
C3151467	Apolipoprotein C-III Deficiency
C1384514	Conn Syndrome
C0033793	Pseudocoloboma
C2750787	Weill-Marchesani-Like Syndrome
C2931783	Amelogenesis imperfecta nephrocalcinosis
C2931782	Adrenal hyperplasia 2
C2931781	Adenosine monophosphate deaminase deficiency
C0206667	Adrenal Cortical Adenoma
C0206663	Neuroectodermal Tumor, Primitive
C3842001	Adult only
C0596298	Cerebrovascular Occlusion
C1969621	DEAFNESS, AUTOSOMAL RECESSIVE 63
C1608393	Megacystis microcolon intestinal hypoperistalsis syndrome
C0032226	Pleural Diseases
C0032227	Pleural effusion disorder
C0032229	Pleural Neoplasms
C0577631	Carotid Atherosclerosis
C1857663	Yunis Varon syndrome
C1850718	MYOPATHY WITH EXERCISE INTOLERANCE, SWEDISH TYPE
C0035021	Relapsing Fever
C0852283	Respiratory Distress Syndrome
C3495427	Fanconi-Bickel Syndrome
C0031051	Pericementitis
C3502054	Leukodystrophy, Dysmyelinating, with Oligodontia
C0039263	Takayasu Arteritis
C3502051	Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Recessive
C3502052	Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Dominant
C0003706	Arachnodactyly
C0271287	Schnyder crystalline corneal dystrophy
C0521723	Corneal dystrophy, epithelial basement membrane
C4277533	Dissection, Blood Vessel
C1845672	Mental Retardation, X-Linked 63
C0544796	Myositis, Proliferative
C1861098	Tibia, Hypoplasia of, with Polydactyly
C1861099	Absence of tibia with polydactyly
C1536451	Central areolar choroidal sclerosis
C0220633	Uveal melanoma
C0220636	Malignant neoplasm of salivary gland
C3808986	HYPOGONADOTROPIC HYPOGONADISM 21 WITH OR WITHOUT ANOSMIA
C1834877	HOLOPROSENCEPHALY 2 (disorder)
C0231221	Asymptomatic
C4751567	Polyglucosan body myopathy type 1
C1834870	MIRROR MOVEMENTS 1
C2677613	Chromosome 15q13.3 Microdeletion Syndrome
C0265264	Holt-Oram syndrome
C0265265	Aase syndrome
C0035243	Respiratory Tract Infections
C0035242	Respiratory Tract Diseases
C0265260	Chondrodysplasia, Grebe type
C0265261	Multiple pterygium syndrome
C2931123	Keratosis palmoplantaris striata 3
C2931122	Keratosis palmoplantaris striata 1
C2931121	Meier Blumberg Imahorn syndrome
C0268532	Deficiency of prolidase
C0265268	Adams Oliver syndrome
C0151744	Myocardial Ischemia
C1839839	MAJOR AFFECTIVE DISORDER 2
C3279716	N-ACETYLASPARTATE DEFICIENCY
C0475813	Alpha-thalassemia/mental retardation syndrome (301040) is an allelic disorder
C1864668	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4
C1864669	NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCY
C0006287	Bronchopulmonary Dysplasia
C0392514	Hereditary hemochromatosis
C4274947	Multiple endocrine neoplasia type 4
C0032027	Pityriasis Rubra Pilaris
C0600359	Arteriosclerotic Dementia
C0796274	Brown-Vialetto-Van Laere Syndrome 1
C0796275	Brunner Syndrome
C4540086	NEURODEGENERATION, CHILDHOOD-ONSET, WITH BRAIN ATROPHY
C1864910	Glutamine deficiency, congenital
C1864912	2-Methylbutyryl-CoA Dehydrogenase Deficiency
C1864446	Retinitis Pigmentosa 25
C0796279	Carnevale syndrome
C1864445	Histiocytosis with joint contractures and sensorineural deafness
C4014584	BLEEDING DISORDER, PLATELET-TYPE, 18
C0917996	Cerebral Aneurysm
C1856251	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type I
C0917990	Acro-Osteolysis
C4014588	LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE
C0406735	Hypoplastic enamel-onycholysis-hypohidrosis syndrome
C0520459	Necrotizing Enterocolitis
C0751918	Cockayne-Pelizaeus-Merzbacher Disease
C0751919	Acquired Neuromyotonia
C0406733	Curly hair-ankyloblepharon-nail dysplasia syndrome
C1855900	HYPERTRICHOSIS, CONGENITAL GENERALIZED
C0751914	Adult Pelizaeus-Merzbacher Disease
