C0220597	Adult Hodgkin Lymphoma
C1845366	Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance
C1845369	Disorganization of the anterior cerebellar vermis
C4510788	Deep endometriosis
C3266753	Severe left ventricular systolic dysfunction
C1336138	Stage IB Lung Cancer AJCC v7
C1336139	Stage IB Non-Small Cell Lung Carcinoma AJCC v7
C1336132	Stage IB Uterine Corpus Cancer AJCC v7
C1336137	Stage IB Lung Adenocarcinoma AJCC v7
C0025184	Meigs Syndrome
C0025183	Meige Syndrome
C4025069	Multiple unerupted teeth
C4025062	Supernumerary maxillary incisor
C3275521	CHROMOSOME Xq27.3-q28 DUPLICATION SYNDROME
C3888554	UGT1A1 gene polymorphism
C3888555	NAT1 polymorphism
C4025065	Generalized microdontia
C0677500	Stinging Sensation
C0677501	Congenital Nephrogenic Diabetes Insipidus
C0862719	Stage IV Laryngeal Carcinoma
C4748715	BAKER-GORDON SYNDROME
C0699791	Stomach Carcinoma
C0699790	Colon Carcinoma
C0039584	Testicular Diseases
C0039585	Androgen-Insensitivity Syndrome
C1535893	Orthostatic intolerance
C0741975	carotid disease
C0398709	Secretory Component Deficiency
C0398707	Immunoglobulin A2 deficiency
C0398704	Immunoglobulin G4 deficiency
C0398703	Immunoglobulin G3 deficiency
C0398701	Immunoglobulin G2 deficiency
C1844016	Holoprosencephaly with Fetal Akinesia-Hypokinesia Sequence
C4022878	Descending aortic dissection
C4022871	Extra-axial cerebrospinal fluid accumulation
C4022872	Reduced thyroxin-binding globulin
C4022873	Small pituitary gland
C0032273	Pneumoconiosis
C1847725	SPINOCEREBELLAR ATAXIA 15
C4525119	Stage II Colon Cancer AJCC v8
C4525118	Stage I Colon Cancer AJCC v8
C3278923	Dilated ventricles (finding)
C4288755	Metastatic Lung Non-Squamous Non-Small Cell Carcinoma
C0263498	Premature canities
C0017145	Gastric Varix
C1274988	Drug-induced mucositis
C0263491	Pili Torti
C0263490	Brittle hair
C1389273	Lesions in the basal ganglia
C3277671	THROMBOCYTHEMIA 1
C0264722	Chronic congestive heart failure
C1837857	DEAFNESS, AUTOSOMAL RECESSIVE 35
C3277679	EPIDERMAL NEVUS WITH UROTHELIAL CANCER, SOMATIC
C3853962	Enterovirus 71 infection
C1881083	Hyperocclusion
C4021521	Depletion of mitochondrial DNA in muscle tissue
C4021520	Abnormal cerebral artery morphology
C4021527	Abdominal wall muscle weakness
C4021526	Exercise-induced rhabdomyolysis
C4021525	Abnormal pelvis bone ossification
C4021524	Abnormal adipose tissue morphology
C4755310	Cryptogenic late-onset epileptic spasms
C4021528	Pelvic girdle amyotrophy
C4755314	Autosomal recessive cutis laxa type 2B
C4073241	Abnormality of nasopharyngeal adenoids
C0017494	Gerstmann Syndrome
C0017495	Gerstmann-Straussler-Scheinker Disease
C4073245	Abnormality of neck blood vessel
C4073246	Abnormal cricoid cartilage morphology
C0206744	T-Lymphocytopenia, Idiopathic CD4-Positive
C2675207	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4
C0206743	Rhabdoid Tumor
C0206740	Calcifying Odontogenic Cyst
C2675204	Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract
C4282180	Juvenile macular degeneration
C0949595	Gonadal Dysgenesis, 46,XX
C4283859	Cutaneous Malignant Melanoma 2
C4283858	Anaplastic Pleomorphic Xanthoastrocytoma
C0280451	de novo myelodysplastic syndromes
C4477036	Abnormal location of the eyebrow
C0947622	Cholecystolithiasis
C1096155	Macrophage Activation Syndrome
C1096154	Kinsbourne Syndrome
C0679484	Aggressive personality
C1291620	Deficiency of bisphosphoglycerate mutase
C0034895	Rectovaginal Fistula
C1709103	Myxoinflammatory fibroblastic sarcoma
C4521563	SPINOCEREBELLAR ATAXIA 44
C4521564	FANCONI ANEMIA, COMPLEMENTATION GROUP W
C0023743	Linitis Plastica
C3278211	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL DOMINANT
C0265892	Hypoplasia of aorta
C0031911	Pigmentation
C0151731	Hepatic infarction
C4725868	Resectable Dedifferentiated Liposarcoma
C4732775	Leg dystonia
C4732774	Spastic paraparetic gait
C1266014	Canalicular adenoma
C1266010	Papillary transitional cell neoplasm of low malignant potential
C0338551	Leprosy neuropathy
C1266018	Hepatocellular carcinoma, scirrhous
C0393610	Dystonia, Diurnal
C0860029	Vaginal Yeast Infections
C0029231	Organic Mental Disorders, Substance-Induced
C0029230	Organic Mental Disorders, Psychotic
C0860027	Leishmania infantum disease
C0860026	Leishmania mexicana disease
C0860023	Acute fulminant hepatitis
C3887678	Central Nervous System Embryonal Tumor, Not Otherwise Specified
C1864498	RENAL TUBULAR ACIDOSIS, DISTAL, AUTOSOMAL RECESSIVE
C0201910	Beta-2-microglobulin measurement
C0396060	Congenital laryngeal adductor palsy
C0396064	Bowing of vocal cord
C1864497	PSORIASIS 2
C0302254	Juvenile cataract
C0751279	Metachromatic Leukodystrophy, Adult-Type (disorder)
C0751278	Metachromatic Leukodystrophy, Infant
C1828221	Non dystrophic myotonia
C0751273	Infantile Globoid Cell Leukodystrophy
C0751276	Metachromatic leukodystrophy, juvenile type
C0338451	Frontotemporal dementia
C0338455	Dementia of frontal lobe type
C0338457	Aphasia, Progressive
C1860320	Bone marrow hypercellularity
C0279697	salivary gland squamous cell carcinoma
C1735378	Chronic polyarthritis
C1735375	Progressive optic neuropathy
C1868139	Medullary cystic kidney disease 1
C1735373	Acute uveitis
C0279698	Squamous cell carcinoma of nasopharynx
C0020217	Hydatidiform Mole
C3149083	Decreased activity of mitochondrial complex III
C1852091	INSULIN RESISTANCE, SUSCEPTIBILITY TO
C1852092	DIABETES MELLITUS, INSULIN-DEPENDENT, 2
C1852093	Maturity-Onset Diabetes of the Young, Type 1
C0406344	Follicular ichthyosis
C4478372	CILIARY DYSKINESIA, PRIMARY, 36, X-LINKED
C4478379	MENTAL RETARDATION, X-LINKED 106
C2750069	Lipodystrophy, Congenital Generalized, Type 4
C2750068	Roifman-Chitayat Syndrome
C1849075	Relative macrocephaly
C0349476	Congenital goiter
C0349477	Transient neonatal hypothyroidism
C1860493	Abnormality of the sternum
C2750061	Hypokalemic Periodic Paralysis, Type 2
C2750063	Leber Congenital Amaurosis 14
C2750065	RETINITIS PIGMENTOSA, JUVENILE, LRAT-RELATED
C2750064	Retinal Dystrophy, Early-Onset Severe, Lrat-Related
C2750067	Plasminogen Activator Inhibitor-1 Deficiency
C2750066	Spondylo-Megaepiphyseal-Metaphyseal Dysplasia
C0011351	Dental Enamel Hypoplasia
C1844846	Stippled calcification in carpal bones
C1845987	Neutropenia, Severe Congenital, X-Linked
C0221333	Hypouricemia
C1844848	Tarsal stippling
C0266815	Cow milk allergy
C0015634	Farmer's Lung
C1849385	Rhabdomyosarcoma 1
C1849386	Myoglobinuria, Acute Recurrent, Autosomal Recessive
C1849387	Rh-Null, Regulator Type
C1846574	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY
C1867563	CRANIOSYNOSTOSIS, NONCLASSIFIABLE AUTOSOMAL DOMINANT
C1867564	SCAPHOCEPHALY AND AXENFELD-RIEGER ANOMALY
C2940786	Thyroid Hormone Resistance Syndrome
C2940785	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 3
C1735593	Intracardiac mass
C1735591	VACTERL Association
C1735590	Autoimmune inner ear disease
C4704956	Adolescent Overweight
C0014324	Entamoebiasis
C0152419	Interrupted aortic arch
C1969462	Demyelinating motor neuropathy
C0748397	Reynolds syndrome
C1863678	Craniosynostosis with Ectopia Lentis
C0152413	Pneumonia due to respiratory syncytial virus
C0152417	Congenital stenosis of aortic valve
C0152415	Ankyloglossia
C0576690	Impaired body position sense
C3824769	Lymphomas in children
C3280314	Combined Malonic and Methylmalonic Aciduria
C3280315	Platelet-Activating Factor Acetylhydrolase Deficiency
C3551915	MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO
C2220255	Motor disturbances
C3697137	Fibrous dysplasia of bone with intramuscular myxoma
C1854678	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE
C1390512	Bone xanthoma
C0086240	Epilepsy, Simple Partial
C3468338	CARPAL TUNNEL SYNDROME, FAMILIAL
C4330658	Mammary Analog Secretory Carcinoma of Salivary Gland
C0856874	Subclinical diabetes
C1828017	Intermittent hyperventilation
C1848389	Posterior pharyngeal cleft
C4539873	MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES
C2919414	Low density lipoprotein receptor mutation
C0014583	Episcleritis
C1836855	Vacuolated lymphocytes
C1836852	Curvilinear intracellular accumulation of autofluorescent lipopigment storage material
C1836851	Fingerprint intracellular accumulation of autofluorescent lipopigment storage material
C0014588	Epispadias
C1848030	Hypotonia-Cystinuria Syndrome
C0154628	Hyperkinetic conduct disorder of childhood
C1392616	Nonobstructive chronic pyelonephritis NOS
C0237967	pediatric AIDS
C0426868	Absence of hand
C0272002	alpha^0^ Thalassemia
C0272003	alpha^+^ Thalassemia, deletion type
C0272005	Hemoglobin Bart's hydrops syndrome
C3896673	Familial Nonmedullary Thyroid Gland Carcinoma
C0013589	Ectromelia
C0586392	Parkinsonian tremor
C0013581	Ectopia Lentis
C0701163	Adrenogenital disorder
C0403592	Chronic rejection of renal transplant
C0795812	Chromosome 4, trisomy 4q
C2678479	Prostate Cancer, Hereditary, 12
C2678478	Brugada Syndrome 3
C2678477	Brugada Syndrome 4
C2678476	Cardiomyopathy, Dilated, 1y
C1865951	Ectodermal Dysplasia, Pure Hair-Nail Type
C2678474	CARDIOMYOPATHY, DILATED, 2A (disorder)
C2678473	CILIARY DYSKINESIA, PRIMARY, 7 (disorder)
C2678471	Lethal Arthrogryposis With Anterior Horn Cell Disease
C4017844	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, INCREASED PERINATAL TRANSMISSION OF
C1512694	Increased Cellularity Present
C0028882	Odontoma
C0028880	Odontogenic Tumors
C1855079	Microcephaly-Micromelia Syndrome
C4055466	Soft Tissue Angiosarcoma
C1850000	Presentey Anomaly
C0003090	Ankylosis
C1837819	Cerebrofrontofacial Syndrome
C1837811	ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 2
C0333814	Pappenheimer body (morphologic abnormality)
C3502298	Lactic Acidosis, Fatal Infantile
C1858583	HEMOSIDEROSIS, SYSTEMIC, DUE TO ACERULOPLASMINEMIA
C3489571	Familial Extrahepatic Biliary Atresia
C3489572	Idiopathic Extrahepatic Biliary Atresia
C3489576	Sexual Violence
C4016613	CARDIOMYOPATHY, FATAL
C3890737	Autoinflammatory Syndrome
C4016616	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, PROXIMAL MYOPATHY, AND SUDDEN DEATH
C4016615	CARDIOMYOPATHY WITH OR WITHOUT SKELETAL MYOPATHY
C0344541	Persistent pupillary membranes
C0344543	Aniridia type 2
C0344542	Aniridia type 1
C0344544	Polycoria
C0235618	Proliferative glomerulonephritis
C0796095	Opitz trigonocephaly syndrome
C4303527	Variably protease sensitive prionopathy
C4014617	IMMUNODEFICIENCY 24
C4014616	HYPOTRICHOSIS 13
C2749659	AICARDI-GOUTIERES SYNDROME 5 (disorder)
C1855698	Aplasia cutis congenita of scalp
C0040827	Saturnine Tremor
C1720965	Ectodermal Dysplasia 3, Anhidrotic
C1855690	Midline skin dimples over anterior/posterior fontanelles
C0040822	Tremor
C2749656	Folate-responsive megaloblastic anemia
C0040820	Trematode Infections
C3554246	FOCAL FACIAL DERMAL DYSPLASIA 4
C3554247	CARPENTER SYNDROME 2
C0474967	Spindle cell nevus of Reed
C3554241	CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3
C1518693	Clear cell adenocarcinoma of ovary
C2675183	Dyschromatosis Universalis Hereditaria 2
C0795855	Ring chromosome 15 syndrome
C4225362	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3
C4225361	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29
C0795856	Trisomy 15
C4225367	MYASTHENIC SYNDROME, CONGENITAL, 11, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY
C4225365	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13
C4225364	MYASTHENIC SYNDROME, CONGENITAL, 18
C4049796	Abnormality of cardiovascular system morphology
C4225369	MYASTHENIC SYNDROME, CONGENITAL, 4B, FAST-CHANNEL
C4225368	MYASTHENIC SYNDROME, CONGENITAL, 9, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY
C0795859	Chromosome 15q, tetrasomy
C0795858	Chromosome 15q, trisomy
C1387805	Episodic paroxysmal anxiety
C1857693	Arteriovenous fistulas of celiac and mesenteric vessels
C1857692	Venous varicosities of celiac and mesenteric vessels
C1857697	Lip telangiectasia
C1857699	Palate telangiectasia
C1859231	Hypoplastic olfactory lobes
C1859235	Intrahepatic biliary dysgenesis
C1859236	Prolonged neonatal jaundice
C0023267	Fibroid Tumor
C0023264	Leigh Disease
C0007570	Celiac Disease
C4049867	Giant Cell Lesion of Small Bones
C4479186	NEMALINE MYOPATHY 11, AUTOSOMAL RECESSIVE
C1857344	Split-Hand-Foot Malformation With Sensorineural Hearing Loss
C1369136	Anal cancer metastatic
C3809526	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17
C0233610	Negativism in catatonia
C3809523	MACULAR DEGENERATION, AGE-RELATED, 13
C0233612	Waxy flexibility
C4554421	AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 3
C1970479	Branchiootorenal Syndrome 2
C0175708	Chronic rheumatic heart disease
C3888796	Intestinal angioedema
C4225419	RITSCHER-SCHINZEL SYNDROME 2
C1378703	Renal carcinoma
C1840169	CORONARY ARTERY DISEASE, SUSCEPTIBILITY TO
C3898222	mucosal melanoma
C1275592	Funisitis (disorder)
C1857809	DEAFNESS, AUTOSOMAL RECESSIVE 44
C1970470	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 2 (disorder)
C1970472	PULMONARY ALVEOLAR PROTEINOSIS, ACQUIRED
C3550234	PEROXISOME BIOGENESIS DISORDER 2B
C1332949	Childhood Brain Meningioma
C4693663	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 60
C4693660	KERATOCONUS 9
C1332943	Childhood Anaplastic Oligodendroglioma
C1332942	Childhood Anaplastic Large Cell Lymphoma
C1332944	Childhood Botryoid-Type Embryonal Rhabdomyosarcoma
C3873370	Primary papillary adenocarcinoma of lung
C1857800	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 2
C0232058	Apnea in the newborn
C4544791	PIK3CA related overgrowth syndrome
C0458960	Peripheral neuropathic pain
C3150880	CHROMOSOME 17q23.1-q23.2 DUPLICATION SYNDROME
C3150889	FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF, 2
C0521465	Toxicoderma
C0238707	Impairment of attention
C0238705	Left atrial hypertrophy
C0040896	Trichinellosis
C0549143	Pulmonary renal syndrome
C1836330	ERYTHROKERATODERMIA VARIABILIS 3 (disorder)
C1836336	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H
C2698750	Pediatric follicular lymphoma
C2698751	Pediatric nodal marginal zone lymphoma
C4552130	Typical absence seizures
C0220687	KBG syndrome
C0220685	Achondrogenesis type 2
C0241144	Petechiae of skin
C0458385	Site-specific infective disorders of skin
C0175754	Agenesis of corpus callosum
C0175755	Congenital absent nipple
C0600520	Left Ventricle Remodeling
C0008445	Chondrodysplasia Punctata
C0392885	High density lipoprotein measurement
C0679136	Low self-esteem
C2732890	Necrotizing soft tissue infection
C1838662	Metaphyseal irregularity
C0334409	Leydig cell tumor, benign
C0151539	Blood urea increased
C1838664	Enlargement of the ankles
C0334403	Juvenile granulosa cell tumor
C0334401	Malignant Granulosa Cell Tumor
C0334400	Sclerosing stromal tumor
C3810365	Central visual impairment
C0740281	Multiple allergies
C4317149	Vacuolated Lymphocyte Count
C4317146	Acid reflux
C0410636	Degenerative lumbar spinal stenosis
C0410632	Schmorl's nodes
C0041755	Adverse reaction to drug
C4520764	Stage 0 Cutaneous Melanoma AJCC v6 and v7
C0151281	Genital ulcers
C1542667	Congenital erythroid hypoplasia
C1112324	Multifocal micronodular pneumocyte hyperplasia
C1837174	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3
C4022683	Myotonia of the upper limb
C0264963	Aneurysm of femoral artery
C4022680	Lagopthalmos
C4022687	Abnormal motor evoked potentials
C0006309	Brucellosis
C0264964	Aneurysm of popliteal artery
C4022684	Myotonia of the lower limb
C3548479	response to bronchodilator
C0860594	Malignant melanoma, metastatic
C4024900	Atrophy/Degeneration affecting the brainstem
C3532894	Parosteal lipoma
C4024906	Hemifacial seizures
C4024907	Mixed demyelinating and axonal polyneuropathy
C4024905	Abnormality of the pons
C3854173	Pre-renal acute kidney injury
C1859709	Kuskokwim disease
C4024908	Rapid neurologic deterioration
C3150315	AICARDI-GOUTIERES SYNDROME 1, AUTOSOMAL DOMINANT
C3810128	IMMUNODEFICIENCY 18, SEVERE COMBINED IMMUNODEFICIENCY VARIANT
C3810129	IMMUNODEFICIENCY 18, SCID VARIANT
C0149662	Deformity of toe
C3810127	IMMUNODEFICIENCY 18
C4022537	Triangular tongue
C4022538	Cervical C3/C4 vertebral fusion
C3875265	Febrile urinary tract infection
C3645536	Autosomal Recessive Centronuclear Myopathy
C1853120	Noonan Syndrome 4
C0393519	Cerebellar Ataxia, Early Onset
C4023486	Focal EEG discharges with secondary generalization
C4023484	Uni- and bilateral multifocal epileptiform discharges
C4023481	EEG with focal spikes
C2363755	Acquired Protein S Deficiency
C0578451	Pain in femur
C2363750	MDS transformation
C0578454	Neck swelling
C2739810	Lentigo maligna melanoma
C1853698	Rippling muscle disease
C4707155	Autosomal recessive myogenic arthrogryposis multiplex congenita
C0265610	Clinodactyly of fingers
C1842475	Retinitis Pigmentosa 7
C0040588	Tracheoesophageal Fistula
C4551623	EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1
C4551624	Idiopathic basal ganglia calcification 1
C4551627	Granulocytopenic disorder
C4551628	Opiate Abuse
C4551629	Congenital talipes calcaneovalgus
C0040583	Tracheal Stenosis
C2675074	Enlarged peripheral nerve
C4024276	Peripheral Schwannoma
C4024270	Distally placed thumb
C4024273	Complete duplication of proximal phalanx of the thumb
C0428465	Serum lipids high (finding)
C0152164	Cyclical vomiting syndrome (disorder)
C0152169	Renal Colic
C0340291	Silent myocardial ischemia
C0340293	Anterior myocardial infarction
C2673302	Urinary excretion of sialylated oligosaccharides
C0262395	Borderline hypertension
C2033396	Yellow papule
C2751603	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10
C0022821	Kyphosis deformity of spine
C2751608	Pituitary Hormone Deficiency, Combined, 1
C3888962	POLG mutation
C0024793	Marek Disease
C3805919	Recurrent intrapulmonary hemorrhage
C1332205	Adult Lymphocyte-Rich Classical Hodgkin Lymphoma
C0024796	Marfan Syndrome
C1844734	Hemihypotrophy of lower limb
C1332201	Adult Diffuse Large B-Cell Lymphoma
C0024799	Marginal ulcer
C4721921	malignant neoplasm of large intestine stage IIIb
C3805917	Elevated pulmonary artery pressure
C0014877	Esotropia
C0022790	Krukenberg Tumor
C0022797	Adult Neuronal Ceroid Lipofuscinosis
C1848552	Methylmalonic Aciduria and Homocystinuria, CblD Type
C0685891	Congenital hypoplasia of thymus
C0685894	Congenital absence of thymus
C0685898	Food anaphylaxis
C0205875	Papillomatosis
C0205874	Papilloma, Squamous Cell
C4522319	Acrodysostosis 1
C0700095	Central neuroblastoma
C1848554	Methylmalonic Aciduria, CblD Type, Variant 2
C1848555	Hypomethioninemia
C0852689	Congenital rubella infection
C4048228	Congenital anomaly of anterior segment of eye
C0241060	Cyst of skin
C4538784	GALLOWAY-MOWAT SYNDROME 2, X-LINKED
C1861099	Absence of tibia with polydactyly
C3640053	Renal Artery Disease
C4054534	Meningioangiomatosis
C0432073	Defect of skull ossification
C0432072	Dysmorphic features
C0033931	Psychophysiologic Disorders
C0033937	Psychoses, Drug
C0033936	Psychoses, Alcoholic
C0240340	Microdontia (disorder)
C0240341	Micrographia
C4329301	Anastomosing Hemangioma
C0740487	Maxillary Sinus Carcinoma
C3494489	Autoimmune polyendocrinopathy syndrome, type 1
C0035579	Rickets
C3711531	Hdl Deficiency, Type 2
C0392441	Coup de sabre scleroderma
C0392445	Necrobiosis Lipoidica Diabeticorum
C0854906	Benign Schwannoma
C4540156	AL KAISSI SYNDROME
C0266305	Fused Kidney
C0023461	Leukemia, Mast-Cell
C0023462	Acute Megakaryocytic Leukemias
C0023464	Acute biphenotypic leukemia
C0023465	Acute monocytic leukemia
C0023466	Leukemia, Monocytic, Chronic
C0026499	Monosomy
C1840427	PALMOPLANTAR KERATODERMA, EPIDERMOLYTIC, WITH KNUCKLE PADS (disorder)
C1968899	Decreased renal tubular phosphate excretion
C1862683	Townes-Brocks-Branchiootorenal-Like Syndrome
